species,decimalLatitude,decimalLongitude
barbatus,19.069267,-98.345562
barbatus,25.638199,-105.708261
barbatus,19.3441,-99.3473
barbatus,28.78333,-105.15
barbatus,19.68333,-101.11667
barbatus,21.66667,-102.225
barbatus,19.3441,-99.3473
barbatus,25.16667,-103.25
barbatus,23.86667,-104.76667
barbatus,25.16667,-103.25
barbatus,28.65,-105.3
barbatus,17.22611,-97.71972
barbatus,20.08333,-99.02917
barbatus,19.2207,-99.2127
barbatus,25.10833,-103.225
barbatus,19.9,-102.36667
barbatus,22.16667,-101.15
barbatus,20.1375,-98.695833
barbatus,22.361667,-103.621667
barbatus,16.741944,-97.039444
barbatus,21.340556,-101.49
barbatus,18.934167,-98.137778
barbatus,19.328611,-99.185
barbatus,20.783333,-100.033333
barbatus,19.616667,-101.133333
barbatus,19.616711,-101.132961
barbatus,16.491944,-96.981944
barbatus,17.122222,-96.7
barbatus,19.4375,-100.358611
barbatus,20.716667,-103.630555
barbatus,19.625,-99.313889
barbatus,18.7,-97.366667
barbatus,17.102597,-96.699958
barbatus,19.804444,-99.960555
barbatus,20.959444,-103.431667
barbatus,21.011389,-101.361389
barbatus,18.894722,-98.123611
barbatus,20.133611,-98.708333
barbatus,20.783056,-103.493611
barbatus,21.305,-100.278333
barbatus,21.257394,-100.163497
barbatus,20.9475,-100.150278
barbatus,16.252222,-96.534167
barbatus,20.926111,-99.551667
barbatus,20.133333,-98.666667
barbatus,21.157222,-99.695555
barbatus,19.816667,-99.2
barbatus,19.696111,-99.265278
barbatus,19.633333,-99.4
barbatus,20.825042,-100.773055
barbatus,20.112778,-100.001528
barbatus,20.750083,-99.972055
barbatus,20.756944,-99.968611
barbatus,19.3022907,-99.1826043
barbatus,19.323334,-99.184871
barbatus,19.587387,-99.149971
barbatus,19.339395,-98.267952
barbatus,19.33007,-98.284477
barbatus,26.740001,-107.06064
barbatus,19.310899,-99.182552
barbatus,24.939215,-104.794636
barbatus,20.745533,-99.753114
barbatus,23.916667,-105
barbatus,20.220008,-98.736156
barbatus,20.346547,-98.359504
barbatus,19.521686,-99.293183
barbatus,21.542692,-100.371039
barbatus,24.757222,-100.006111
barbatus,19.466977,-98.085072
barbatus,20.26556,-104.15611
barbatus,21.91667,-102.66667
barbatus,23.91778,-105
barbatus,23.86667,-104.76667
